date,open,high,close,low,volume,p_change
2021-03-11,5.83,5.91,5.9,5.78,17582.0,1.38
2021-03-12,5.9,5.94,5.87,5.85,19657.71,-0.51
2021-03-15,5.84,5.95,5.88,5.83,18756.71,0.17
2021-03-16,5.86,5.95,5.94,5.85,18595.23,1.02
2021-03-17,5.94,5.96,5.94,5.91,16429.0,0.0
2021-03-18,6.4,6.4,6.07,6.06,107773.42,2.19
2021-03-19,5.96,6.37,6.16,5.95,85839.09,1.48
2021-03-22,6.39,6.5,6.34,6.17,115903.1,2.92
2021-03-23,6.26,6.34,6.22,6.18,68402.0,-1.89
2021-03-24,6.21,6.31,6.24,6.18,44735.0,0.32
2021-03-25,6.18,6.24,6.1,6.06,48132.0,-2.24
2021-03-26,6.08,6.15,6.12,6.06,26283.0,0.33
2021-03-29,6.14,6.18,6.12,6.05,30521.51,0.0
2021-03-30,6.11,6.14,6.04,6.03,27464.0,-1.31
2021-03-31,6.07,6.12,6.06,6.01,20220.0,0.33
2021-04-01,6.12,6.22,6.2,6.1,48609.0,2.31
2021-04-02,6.28,6.55,6.33,6.2,93294.0,2.1
2021-04-06,6.28,6.48,6.44,6.25,61270.11,1.74
2021-04-07,6.37,6.48,6.41,6.37,52928.04,-0.47
2021-04-08,6.41,6.53,6.37,6.35,49389.2,-0.62
2021-04-09,6.37,6.49,6.4,6.35,40621.44,0.47
