date,open,high,close,low,volume,p_change
2021-03-11,28.3,28.99,28.8,27.23,453312.72,1.48
2021-03-12,28.8,28.8,27.76,27.5,479861.88,-3.61
2021-03-15,27.4,27.67,26.42,26.3,415610.31,-4.83
2021-03-16,26.59,26.99,26.24,25.83,330979.72,-0.68
2021-03-17,26.05,26.55,26.08,25.75,317542.81,-0.61
2021-03-18,26.12,26.43,25.93,25.75,307262.69,-0.57
2021-03-19,25.51,26.09,25.71,25.33,400704.59,-0.85
2021-03-22,25.7,25.88,25.8,25.4,280975.38,0.35
2021-03-23,26.05,26.4,25.04,24.9,432934.31,-2.95
2021-03-24,24.65,25.1,24.3,24.18,344743.44,-2.96
2021-03-25,24.17,25.24,24.98,24.15,347914.0,2.8
2021-03-26,25.0,26.1,25.85,24.82,421589.19,3.48
2021-03-29,26.28,26.28,25.65,25.54,261330.22,-0.77
2021-03-30,25.41,25.9,25.7,25.36,189398.59,0.2
2021-03-31,25.7,26.23,26.13,25.62,231828.84,1.67
2021-04-01,26.12,26.3,26.15,25.8,210689.69,0.08
2021-04-02,26.17,26.7,26.51,26.0,270093.19,1.38
2021-04-06,26.54,26.63,26.04,26.0,213410.0,-1.77
2021-04-07,26.05,26.18,25.93,25.65,178215.56,-0.42
2021-04-08,25.72,26.14,25.67,25.55,157716.34,-1.0
2021-04-09,25.51,25.93,25.36,25.3,155542.0,-1.21
