date,open,high,close,low,volume,p_change
2021-03-11,8.79,8.8,8.75,8.71,18100.45,-0.34
2021-03-12,8.77,8.88,8.86,8.71,18758.9,1.26
2021-03-15,8.83,8.94,8.83,8.8,19627.68,-0.34
2021-03-16,8.93,8.96,8.87,8.83,18528.99,0.45
2021-03-17,8.91,8.92,8.84,8.83,15065.67,-0.34
2021-03-18,8.84,8.87,8.82,8.75,17482.0,-0.23
2021-03-19,8.77,8.85,8.79,8.74,13891.45,-0.34
2021-03-22,8.75,8.9,8.87,8.72,23241.0,0.91
2021-03-23,8.91,8.91,8.88,8.8,18946.98,0.11
2021-03-24,8.88,8.9,8.89,8.82,13293.82,0.11
2021-03-25,9.07,9.35,9.23,9.07,97179.31,3.83
2021-03-26,9.23,9.6,9.51,9.23,90615.02,3.03
2021-03-29,9.54,10.39,10.13,9.51,153782.34,6.52
2021-03-30,10.1,10.36,10.32,10.01,108029.03,1.88
2021-03-31,10.2,10.75,10.58,10.19,95758.7,2.52
2021-04-01,10.75,10.86,10.78,10.47,81235.44,1.89
2021-04-02,10.88,10.88,10.33,10.28,99485.34,-4.17
2021-04-06,10.37,10.63,10.54,10.31,65805.53,2.03
2021-04-07,10.6,10.77,10.58,10.51,65957.03,0.38
2021-04-08,10.55,10.55,10.3,10.28,47622.83,-2.65
2021-04-09,10.35,10.65,10.58,10.32,55857.84,2.72
