date,open,high,close,low,volume,p_change
2021-03-11,36.29,36.7,36.57,36.29,6333.1,0.77
2021-03-12,37.75,37.75,36.59,36.05,10005.71,0.06
2021-03-15,36.59,37.0,36.42,36.02,4862.0,-0.47
2021-03-16,36.42,36.66,36.42,36.3,5140.17,0.0
2021-03-17,36.42,36.68,36.46,36.3,12527.98,0.11
2021-03-18,36.46,36.77,36.42,36.29,4606.0,-0.11
2021-03-19,36.42,36.65,36.28,36.28,3958.5,-0.38
2021-03-22,36.29,36.58,36.27,36.18,13462.54,-0.03
2021-03-23,36.27,37.1,36.97,36.2,15826.33,1.93
2021-03-24,37.0,38.96,38.57,37.0,21981.84,4.33
2021-03-25,38.58,40.78,37.99,34.97,40806.14,-1.5
2021-03-26,38.15,45.56,45.56,36.69,56144.88,19.93
2021-03-29,45.44,45.45,36.45,36.45,60771.01,-20.0
2021-03-30,29.16,30.71,29.16,29.16,41456.0,-20.0
2021-03-31,25.0,29.16,28.04,25.0,82226.37,-3.84
2021-04-01,26.76,27.15,26.69,25.76,64911.96,-4.82
2021-04-02,26.21,26.3,25.82,25.51,46561.22,-3.26
2021-04-06,25.89,25.95,25.22,25.0,55424.3,-2.32
2021-04-07,25.0,25.22,25.18,24.98,33756.0,-0.16
2021-04-08,25.24,25.24,24.72,24.71,49506.22,-1.83
2021-04-09,24.68,24.7,23.68,23.22,92615.45,-4.21
