date,open,high,close,low,volume,p_change
2021-03-11,5.34,5.86,5.86,5.3,588372.12,9.94
2021-03-12,6.01,6.14,6.08,5.86,1452029.5,3.75
2021-03-15,6.0,6.32,6.13,5.98,1017113.31,0.82
2021-03-16,6.1,6.17,6.09,6.01,584419.94,-0.65
2021-03-17,6.09,6.09,5.96,5.82,563263.94,-2.13
2021-03-18,5.91,6.02,5.87,5.84,491881.0,-1.51
2021-03-19,5.8,5.95,5.89,5.77,338001.38,0.34
2021-03-22,5.95,6.06,5.89,5.87,444699.44,0.0
2021-03-23,5.89,5.92,5.75,5.69,389688.81,-2.38
2021-03-24,5.71,5.74,5.59,5.55,302996.97,-2.78
2021-03-25,5.6,5.67,5.62,5.57,157599.31,0.54
2021-03-26,5.63,5.67,5.65,5.54,196744.3,0.53
2021-03-29,5.68,5.71,5.65,5.59,227112.66,0.0
2021-03-30,5.62,5.65,5.65,5.53,186680.84,0.0
2021-03-31,5.61,5.7,5.57,5.55,130763.75,-1.42
2021-04-01,5.57,5.8,5.74,5.47,353525.62,3.05
2021-04-02,5.71,5.71,5.59,5.56,270342.19,-2.61
2021-04-06,5.61,5.73,5.61,5.59,258313.95,0.36
2021-04-07,5.61,5.92,5.87,5.54,513314.97,4.63
2021-04-08,5.84,6.15,5.96,5.82,800078.5,1.53
2021-04-09,5.97,6.05,6.02,5.82,496964.94,1.01
