date,open,high,close,low,volume,p_change
2021-03-11,14.48,14.65,14.63,14.36,13838.2,1.04
2021-03-12,14.67,15.6,15.59,14.52,29755.2,6.56
2021-03-15,15.35,15.56,15.48,15.21,27537.69,-0.71
2021-03-16,15.45,15.87,15.6,15.45,21478.97,0.78
2021-03-17,15.69,15.7,15.3,15.08,22256.44,-1.92
2021-03-18,15.22,15.57,15.45,15.01,22921.71,0.98
2021-03-19,15.44,15.62,15.3,15.14,21564.26,-0.97
2021-03-22,15.12,15.77,15.5,15.0,39294.08,1.31
2021-03-23,15.5,15.5,14.95,14.88,26308.88,-3.55
2021-03-24,14.86,15.1,14.83,14.68,23256.06,-0.8
2021-03-25,14.83,14.84,14.81,14.5,14643.4,-0.14
2021-03-26,14.8,15.08,15.04,14.7,17935.17,1.55
2021-03-29,15.1,15.14,14.7,14.55,27381.3,-2.26
2021-03-30,14.59,15.13,15.01,14.5,30671.94,2.11
2021-03-31,14.9,15.07,14.69,14.56,23135.4,-2.13
2021-04-01,14.68,14.78,14.44,14.38,20433.71,-1.7
2021-04-02,14.45,14.5,14.18,14.15,23833.0,-1.8
2021-04-06,14.18,14.54,14.35,14.1,25537.7,1.2
2021-04-07,14.35,14.4,14.23,14.06,21142.32,-0.84
2021-04-08,14.13,14.3,14.17,14.09,20127.0,-0.42
2021-04-09,14.19,14.27,14.27,14.15,10987.71,0.71
