date,open,high,close,low,volume,p_change
2021-03-11,31.39,31.62,31.3,30.86,3348.5,-0.67
2021-03-12,31.3,32.18,31.43,31.0,2983.6,0.41
2021-03-15,31.4,32.45,32.2,31.12,4259.4,2.45
2021-03-16,31.88,32.65,32.5,31.88,2999.2,0.93
2021-03-17,32.48,32.67,32.18,31.9,1982.0,-0.98
2021-03-18,32.15,32.22,31.92,31.7,2591.9,-0.81
2021-03-19,31.74,34.8,33.11,31.56,6511.7,3.73
2021-03-22,33.0,35.93,35.47,33.0,10362.33,7.13
2021-03-23,35.44,35.58,35.09,34.56,2734.8,-1.07
2021-03-24,34.74,35.88,33.99,33.98,2707.0,-3.13
2021-03-25,33.65,35.14,33.5,33.43,1596.6,-1.44
2021-03-26,33.58,35.22,34.8,33.53,2719.5,3.88
2021-03-29,34.99,36.99,36.13,34.13,8608.9,3.82
2021-03-30,36.18,36.39,36.1,35.31,5115.1,-0.08
2021-03-31,35.85,36.73,36.17,35.7,3715.3,0.19
2021-04-01,36.5,36.79,36.42,36.0,4048.2,0.69
2021-04-02,36.41,36.98,35.29,35.06,4897.0,-3.1
2021-04-06,35.8,36.96,36.37,35.16,4204.98,3.06
2021-04-07,36.75,36.81,36.21,36.09,2654.18,-0.44
2021-04-08,35.93,36.33,35.68,35.57,1528.78,-1.46
2021-04-09,35.37,35.82,35.38,35.03,1205.5,-0.84
