date,open,high,close,low,volume,p_change
2021-03-11,41.0,41.55,41.07,39.0,15119.0,-1.6
2021-03-12,40.86,41.5,40.05,39.81,9133.0,-2.48
2021-03-15,40.05,40.32,38.78,38.24,12729.33,-3.17
2021-03-16,39.35,39.59,38.92,38.35,5873.23,0.36
2021-03-17,39.05,40.55,39.62,39.05,8003.49,1.8
2021-03-18,39.94,41.8,41.3,39.53,9278.0,4.24
2021-03-19,41.53,41.58,40.03,40.03,6577.51,-3.08
2021-03-22,39.66,40.75,40.39,39.35,8036.29,0.9
2021-03-23,39.97,41.56,40.67,39.88,6224.06,0.69
2021-03-24,40.8,44.74,44.74,40.63,12685.68,10.01
2021-03-25,44.92,46.05,44.6,44.02,13611.21,-0.31
2021-03-26,44.48,44.84,44.7,43.5,7454.0,0.22
2021-03-29,43.17,44.2,40.24,40.23,27158.35,-9.98
2021-03-30,39.2,39.77,38.86,38.32,14879.4,-3.43
2021-03-31,38.86,39.15,38.29,38.28,8241.38,-1.47
2021-04-01,38.36,39.19,38.63,38.3,7678.23,0.89
2021-04-02,38.65,39.11,38.68,37.81,9150.89,0.13
2021-04-06,38.5,39.18,38.8,38.45,6465.0,0.31
2021-04-07,38.78,39.01,38.49,38.17,6099.49,-0.8
2021-04-08,38.79,38.86,38.12,38.1,5749.72,-0.96
2021-04-09,38.24,38.25,37.02,36.89,7148.99,-2.89
