date,open,high,close,low,volume,p_change
2021-03-11,4.32,4.6,4.48,4.3,374840.81,2.99
2021-03-12,4.45,4.8,4.58,4.4,507104.19,2.23
2021-03-15,4.55,4.69,4.62,4.47,384919.44,0.87
2021-03-16,4.58,4.9,4.8,4.55,469423.0,3.9
2021-03-17,4.7,4.72,4.61,4.55,341699.59,-3.96
2021-03-18,4.59,4.79,4.56,4.55,390573.12,-1.08
2021-03-19,4.51,4.9,4.7,4.47,526671.81,3.07
2021-03-22,4.76,4.93,4.91,4.72,520763.31,4.47
2021-03-23,4.8,4.82,4.61,4.53,429479.0,-6.11
2021-03-24,4.56,4.78,4.64,4.53,316785.0,0.65
2021-03-25,4.55,4.62,4.28,4.26,356358.81,-7.76
2021-03-26,4.35,4.71,4.71,4.33,421940.03,10.05
2021-03-29,4.72,4.9,4.7,4.66,627003.44,-0.21
2021-03-30,4.64,4.7,4.61,4.43,405643.91,-1.92
2021-03-31,4.58,5.0,4.8,4.52,573802.38,4.12
2021-04-01,4.8,5.28,5.28,4.71,517911.0,10.0
2021-04-02,5.81,5.81,5.81,5.62,553005.75,10.04
2021-04-06,6.39,6.39,6.39,6.39,39306.6,9.98
2021-04-07,7.03,7.03,7.03,7.03,30695.59,10.02
2021-04-08,7.73,7.73,6.57,6.33,2013495.88,-6.54
2021-04-09,6.15,6.57,5.98,5.95,1377726.25,-8.98
