date,open,high,close,low,volume,p_change
2021-03-11,17.9,18.31,18.28,17.73,35898.89,2.18
2021-03-12,18.34,18.38,18.03,18.01,26731.3,-1.37
2021-03-15,18.32,18.65,18.3,18.0,52463.93,1.5
2021-03-16,18.2,18.93,18.83,18.2,54538.1,2.9
2021-03-17,18.89,19.43,19.24,18.63,53237.35,2.18
2021-03-18,19.22,19.43,19.24,18.95,47053.5,0.0
2021-03-19,19.02,19.47,19.24,18.87,46486.91,0.0
2021-03-22,19.12,19.99,19.83,19.12,56067.9,3.07
2021-03-23,19.84,20.05,19.82,19.67,47981.97,-0.05
2021-03-24,19.82,20.06,19.73,19.44,37054.59,-0.45
2021-03-25,19.59,19.69,19.48,19.18,29258.18,-1.27
2021-03-26,19.66,19.66,19.5,19.32,37277.75,0.1
2021-03-29,19.61,19.61,19.08,19.04,38208.11,-2.15
2021-03-30,19.3,19.62,19.32,19.1,47492.48,1.26
2021-03-31,19.05,19.3,19.24,18.83,32289.64,-0.41
2021-04-01,19.2,19.45,19.07,19.05,27138.45,-0.88
2021-04-02,18.94,19.24,19.18,18.9,31020.91,0.58
2021-04-06,19.09,19.75,19.7,19.01,57099.42,2.71
2021-04-07,19.6,19.83,19.52,19.42,41510.93,-0.91
2021-04-08,20.08,20.83,19.6,19.1,142606.64,0.41
2021-04-09,19.34,19.87,19.41,19.33,54340.33,-0.97
