date,open,high,close,low,volume,p_change
2021-03-11,55.95,56.66,55.98,55.12,5037.15,-0.41
2021-03-12,56.23,58.2,57.01,55.69,8238.92,1.84
2021-03-15,57.0,57.95,54.66,54.6,7208.0,-4.12
2021-03-16,54.69,55.48,54.98,54.5,4636.23,0.58
2021-03-17,55.7,58.0,57.11,54.8,8224.75,3.87
2021-03-18,57.11,62.8,59.68,56.85,14501.85,4.5
2021-03-19,58.55,61.33,60.15,58.0,12087.69,0.79
2021-03-22,60.15,60.87,60.02,59.0,7548.25,-0.22
2021-03-23,60.54,60.56,57.73,57.59,8209.0,-3.81
2021-03-24,57.6,59.66,58.27,57.31,5031.74,0.94
2021-03-25,58.27,58.27,56.0,55.0,9334.0,-3.9
2021-03-26,56.31,56.99,56.57,55.7,5233.69,1.02
2021-03-29,56.21,57.89,57.53,56.21,5149.48,1.7
2021-03-30,57.53,57.69,57.08,56.66,3412.62,-0.78
2021-03-31,57.08,57.59,56.95,56.76,3115.73,-0.23
2021-04-01,56.95,57.0,55.09,55.02,5520.49,-3.27
2021-04-02,55.1,56.29,55.76,54.62,3415.0,1.22
2021-04-06,55.7,56.15,55.67,55.26,2707.56,-0.16
2021-04-07,55.67,56.96,56.83,55.2,3248.84,2.08
2021-04-08,56.8,58.66,57.39,56.7,5599.0,0.98
2021-04-09,57.48,57.5,56.2,56.18,3591.54,-2.07
