date,open,high,close,low,volume,p_change
2021-03-11,8.07,8.28,8.24,8.02,60179.12,2.11
2021-03-12,8.28,8.66,8.5,8.11,125551.25,3.15
2021-03-15,8.4,8.66,8.6,8.4,111845.83,1.18
2021-03-16,8.62,9.18,8.97,8.56,220915.62,4.3
2021-03-17,8.88,8.88,8.61,8.6,134428.94,-4.01
2021-03-18,8.59,8.71,8.55,8.53,78707.32,-0.7
2021-03-19,8.47,8.72,8.59,8.39,89438.94,0.47
2021-03-22,8.61,9.04,8.95,8.59,144450.55,4.19
2021-03-23,8.94,8.94,8.74,8.68,103463.7,-2.35
2021-03-24,8.7,9.34,9.0,8.6,186677.94,2.98
2021-03-25,8.89,8.98,8.75,8.57,120286.5,-2.78
2021-03-26,8.74,8.95,8.78,8.68,97575.14,0.34
2021-03-29,8.89,8.89,8.67,8.58,86352.5,-1.25
2021-03-30,8.6,8.74,8.38,8.26,121575.24,-3.35
2021-03-31,8.31,8.72,8.58,8.2,121898.14,2.39
2021-04-01,8.5,8.58,8.45,8.38,65369.65,-1.51
2021-04-02,8.42,8.46,8.29,8.25,58916.15,-1.89
2021-04-06,8.32,8.38,8.3,8.25,45458.79,0.12
2021-04-07,8.3,8.45,8.33,8.25,69572.52,0.36
2021-04-08,8.31,8.32,8.11,8.08,80025.1,-2.64
2021-04-09,8.14,8.18,8.1,8.05,36624.3,-0.12
