date,open,high,close,low,volume,p_change
2021-03-11,15.43,15.7,15.68,15.06,10302.3,1.69
2021-03-12,15.65,15.73,15.47,15.35,9196.07,-1.34
2021-03-15,15.47,15.57,15.19,15.11,11693.64,-1.81
2021-03-16,15.21,15.55,15.45,15.16,11550.41,1.71
2021-03-17,15.45,15.77,15.66,15.44,10830.95,1.36
2021-03-18,15.66,15.66,15.39,15.33,9699.5,-1.72
2021-03-19,15.25,15.55,15.43,15.1,8727.49,0.26
2021-03-22,15.42,15.74,15.67,15.4,9186.5,1.55
2021-03-23,15.69,15.8,15.68,15.5,11672.0,0.06
2021-03-24,15.66,15.79,15.65,15.58,8703.49,-0.19
2021-03-25,15.63,15.77,15.57,15.53,8495.25,-0.51
2021-03-26,15.57,15.68,15.59,15.36,9532.5,0.13
2021-03-29,15.59,15.77,15.42,15.35,12408.14,-1.09
2021-03-30,15.36,15.37,15.13,15.04,17344.12,-1.88
2021-03-31,15.19,15.23,15.08,15.01,8326.53,-0.33
2021-04-01,15.06,15.5,15.39,15.02,10033.25,2.06
2021-04-02,15.35,15.49,15.39,15.29,9486.75,0.0
2021-04-06,15.46,15.47,15.42,15.33,6555.0,0.2
2021-04-07,15.41,15.59,15.56,15.28,14382.66,0.91
2021-04-08,15.5,15.66,15.41,15.41,9157.98,-0.96
2021-04-09,15.31,15.38,15.22,15.2,7616.95,-1.23
