date,open,high,close,low,volume,p_change
2021-03-11,5.27,5.37,5.37,5.23,66775.59,1.9
2021-03-12,5.39,5.44,5.4,5.3,58028.24,0.56
2021-03-15,5.43,5.45,5.39,5.34,55349.2,-0.18
2021-03-16,5.39,5.45,5.41,5.36,80259.87,0.37
2021-03-17,5.41,5.41,5.39,5.3,62740.8,-0.37
2021-03-18,5.39,5.43,5.38,5.35,59034.76,-0.19
2021-03-19,5.38,5.42,5.35,5.33,63112.75,-0.56
2021-03-22,5.22,5.56,5.52,5.22,114677.25,3.18
2021-03-23,5.56,5.56,5.5,5.44,66135.11,-0.36
2021-03-24,5.48,5.51,5.51,5.44,49088.0,0.18
2021-03-25,5.48,5.49,5.43,5.4,57706.35,-1.45
2021-03-26,5.42,5.5,5.46,5.41,52718.55,0.55
2021-03-29,5.48,5.48,5.48,5.42,54383.8,0.37
2021-03-30,5.48,5.48,5.33,5.33,79398.33,-2.74
2021-03-31,5.33,5.43,5.43,5.29,61314.4,1.88
2021-04-01,5.41,5.41,5.39,5.34,51708.47,-0.74
2021-04-02,5.38,5.38,5.36,5.3,50643.2,-0.56
2021-04-06,5.39,5.4,5.37,5.33,48581.2,0.19
2021-04-07,5.37,5.4,5.37,5.33,78566.51,0.0
2021-04-08,5.37,5.52,5.43,5.33,177843.36,1.12
2021-04-09,5.41,5.43,5.41,5.33,87746.55,-0.37
