date,open,high,close,low,volume,p_change
2021-03-11,25.42,25.42,25.25,24.8,15312.8,0.2
2021-03-12,25.36,26.76,26.54,25.2,49352.9,5.11
2021-03-15,26.54,27.1,26.5,26.26,27849.8,-0.15
2021-03-16,26.5,26.65,26.2,26.03,15198.4,-1.13
2021-03-17,26.2,26.6,26.44,26.06,15629.7,0.92
2021-03-18,26.53,27.49,27.03,26.21,25414.49,2.23
2021-03-19,27.02,27.33,27.04,26.74,18337.5,0.04
2021-03-22,27.46,27.46,27.18,26.75,15169.8,0.52
2021-03-23,27.19,28.41,27.94,26.8,24700.0,2.8
2021-03-24,27.6,28.66,28.23,27.6,21126.76,1.04
2021-03-25,28.07,28.78,28.6,28.07,16063.1,1.31
2021-03-26,28.5,28.95,28.4,27.86,19201.4,-0.7
2021-03-29,28.35,28.74,28.51,28.02,16345.9,0.39
2021-03-30,28.65,28.68,28.32,28.23,14256.9,-0.67
2021-03-31,28.07,29.34,29.16,28.07,27339.39,2.97
2021-04-01,29.25,29.97,29.9,28.96,16577.45,2.54
2021-04-02,29.9,30.9,30.56,29.71,17995.72,2.21
2021-04-06,30.56,31.62,31.45,30.5,34125.36,2.91
2021-04-07,31.2,33.28,32.96,31.2,33178.4,4.8
2021-04-08,32.63,34.62,34.37,32.63,41308.5,4.28
2021-04-09,34.4,34.96,34.5,33.13,51636.8,0.38
