date,open,high,close,low,volume,p_change
2021-03-11,10.6,10.93,10.93,10.47,104983.28,2.92
2021-03-12,10.86,10.93,10.77,10.68,76792.48,-1.46
2021-03-15,10.84,10.94,10.56,10.51,74523.09,-1.95
2021-03-16,10.6,10.95,10.73,10.51,82969.16,1.61
2021-03-17,10.68,10.94,10.83,10.56,89674.25,0.93
2021-03-18,10.79,10.85,10.67,10.66,59094.9,-1.48
2021-03-19,10.65,10.71,10.62,10.5,65620.04,-0.47
2021-03-22,10.56,10.65,10.58,10.52,71126.63,-0.38
2021-03-23,10.59,10.63,10.6,10.51,45669.98,0.19
2021-03-24,10.6,10.63,10.39,10.36,49449.14,-1.98
2021-03-25,10.38,10.44,10.12,10.1,75416.65,-2.6
2021-03-26,10.13,10.21,10.14,9.94,107582.49,0.2
2021-03-29,10.1,10.14,9.81,9.77,122175.1,-3.25
2021-03-30,9.83,9.86,9.78,9.58,62411.38,-0.31
2021-03-31,9.77,9.93,9.86,9.7,51473.2,0.82
2021-04-01,9.86,10.05,9.98,9.86,60496.32,1.22
2021-04-02,10.04,10.04,9.89,9.82,54653.01,-0.9
2021-04-06,9.9,10.25,10.18,9.85,91774.75,2.93
2021-04-07,10.18,10.18,10.15,10.01,44538.41,-0.29
2021-04-08,10.16,10.32,10.2,10.1,63360.43,0.49
2021-04-09,10.2,10.29,10.15,10.11,33090.9,-0.49
