date,open,high,close,low,volume,p_change
2021-03-11,141.05,144.36,142.55,137.5,15501.9,1.15
2021-03-12,143.01,143.01,138.87,138.0,14301.97,-2.58
2021-03-15,137.8,137.8,134.1,132.64,17390.03,-3.44
2021-03-16,135.0,135.88,129.45,128.9,22389.14,-3.47
2021-03-17,125.61,130.4,129.04,125.61,32218.34,-0.32
2021-03-18,128.74,138.38,135.0,128.5,43080.4,4.62
2021-03-19,133.0,140.2,135.46,132.6,32517.91,0.34
2021-03-22,135.01,136.88,135.53,133.52,18836.47,0.05
2021-03-23,135.71,136.8,134.8,132.5,18246.45,-0.54
2021-03-24,133.52,137.42,134.05,133.19,16265.61,-0.56
2021-03-25,134.0,139.71,138.02,134.0,29438.23,2.96
2021-03-26,140.2,142.5,138.44,135.11,35833.26,0.3
2021-03-29,137.48,137.58,134.6,133.3,31186.43,-2.77
2021-03-30,134.48,138.77,136.54,133.02,21451.77,1.44
2021-03-31,137.0,137.0,133.81,131.66,19174.91,-2.0
2021-04-01,133.8,135.88,135.42,132.02,20535.88,1.2
2021-04-02,135.47,143.16,140.5,134.63,29538.53,3.75
2021-04-06,141.03,141.99,139.0,136.88,16797.46,-1.07
2021-04-07,139.48,139.79,137.69,136.7,14513.33,-0.94
2021-04-08,137.41,139.88,139.19,137.02,14928.5,1.09
2021-04-09,138.58,138.95,134.83,134.52,15351.96,-3.13
