date,open,high,close,low,volume,p_change
2021-03-11,7.69,7.81,7.75,7.49,15329.0,2.51
2021-03-12,7.91,7.93,7.64,7.53,16900.0,-1.42
2021-03-15,7.61,7.91,7.64,7.58,20170.8,0.0
2021-03-16,7.55,8.03,7.93,7.55,18769.0,3.8
2021-03-17,7.91,8.1,7.92,7.81,18122.0,-0.13
2021-03-18,7.99,7.99,7.8,7.77,16862.0,-1.51
2021-03-19,7.8,7.95,7.74,7.7,13442.78,-0.77
2021-03-22,7.85,7.85,7.77,7.62,15854.6,0.39
2021-03-23,7.77,7.8,7.6,7.51,13475.0,-2.19
2021-03-24,7.6,7.64,7.48,7.42,10298.8,-1.58
2021-03-25,7.39,7.62,7.4,7.33,16351.0,-1.07
2021-03-26,7.39,7.54,7.48,7.35,13344.4,1.08
2021-03-29,7.5,7.6,7.49,7.35,13699.0,0.13
2021-03-30,7.5,7.51,7.15,7.14,17292.0,-4.54
2021-03-31,7.17,7.47,7.35,7.09,19318.2,2.8
2021-04-01,7.36,7.4,7.2,7.17,9917.0,-2.04
2021-04-02,7.2,7.27,7.16,7.13,11283.0,-0.56
2021-04-06,7.18,7.45,7.39,7.09,17426.52,3.21
2021-04-07,7.41,7.69,7.67,7.38,14911.8,3.79
2021-04-08,7.69,7.79,7.4,7.38,18375.0,-3.52
2021-04-09,7.4,7.72,7.65,7.27,27933.0,3.38
