date,open,high,close,low,volume,p_change
2021-03-11,2.2,2.29,2.28,2.2,56245.0,2.7
2021-03-12,2.28,2.31,2.28,2.24,44211.6,0.0
2021-03-15,2.27,2.34,2.33,2.25,57337.6,2.19
2021-03-16,2.35,2.38,2.38,2.31,74081.03,2.15
2021-03-17,2.38,2.39,2.38,2.34,59952.87,0.0
2021-03-18,2.4,2.4,2.34,2.33,42725.87,-1.68
2021-03-19,2.31,2.39,2.36,2.3,58830.23,0.85
2021-03-22,2.36,2.44,2.43,2.35,76957.0,2.97
2021-03-23,2.42,2.43,2.35,2.34,58825.61,-3.29
2021-03-24,2.35,2.38,2.32,2.31,48909.54,-1.28
2021-03-25,2.33,2.45,2.34,2.3,87284.32,0.86
2021-03-26,2.32,2.39,2.37,2.32,42626.71,1.28
2021-03-29,2.38,2.39,2.35,2.33,53361.0,-0.84
2021-03-30,2.35,2.35,2.33,2.28,64905.97,-0.85
2021-03-31,2.33,2.35,2.34,2.31,49463.6,0.43
2021-04-01,2.34,2.34,2.3,2.29,64338.8,-1.71
2021-04-02,2.28,2.49,2.44,2.28,229366.95,6.09
2021-04-06,2.57,2.68,2.44,2.37,330210.19,0.0
2021-04-07,2.39,2.68,2.53,2.39,463784.84,3.69
2021-04-08,2.45,2.46,2.38,2.32,368216.25,-5.93
2021-04-09,2.39,2.43,2.4,2.36,154385.06,0.84
