date,open,high,close,low,volume,p_change
2021-03-11,7.57,7.85,7.81,7.35,33311.0,3.86
2021-03-12,7.79,8.11,7.96,7.68,32846.4,1.92
2021-03-15,7.99,8.12,7.98,7.89,21781.0,0.25
2021-03-16,7.96,8.15,8.07,7.95,23433.5,1.13
2021-03-17,8.08,8.11,8.02,7.98,19043.0,-0.62
2021-03-18,8.11,8.11,7.85,7.84,26298.0,-2.12
2021-03-19,7.82,8.25,8.21,7.53,46386.6,4.59
2021-03-22,8.13,8.41,8.24,8.12,34517.0,0.36
2021-03-23,8.18,8.41,7.98,7.95,28335.0,-3.15
2021-03-24,7.9,8.15,7.79,7.79,23683.0,-2.38
2021-03-25,7.78,7.95,7.76,7.68,18260.0,-0.39
2021-03-26,7.72,7.86,7.78,7.69,19006.0,0.26
2021-03-29,7.8,7.86,7.6,7.59,25726.0,-2.31
2021-03-30,7.6,7.6,7.4,7.4,23513.27,-2.63
2021-03-31,7.28,7.66,7.55,7.25,21395.87,2.03
2021-04-01,7.66,7.66,7.47,7.42,17626.4,-1.06
2021-04-02,7.47,7.52,7.45,7.41,15396.87,-0.27
2021-04-06,7.45,7.84,7.73,7.42,32957.35,3.76
2021-04-07,7.8,7.85,7.75,7.71,17620.08,0.26
2021-04-08,7.72,7.8,7.62,7.62,19912.23,-1.68
2021-04-09,7.63,7.73,7.64,7.49,18731.0,0.26
