date,open,high,close,low,volume,p_change
2021-03-11,33.17,33.88,33.51,32.87,11400.32,0.99
2021-03-12,33.36,33.36,32.14,31.7,17266.18,-4.09
2021-03-15,31.82,31.88,31.05,31.01,12393.03,-3.39
2021-03-16,31.27,31.5,31.38,30.89,8754.83,1.06
2021-03-17,31.37,32.28,32.05,31.15,9936.34,2.13
2021-03-18,32.13,32.39,32.0,31.72,9443.33,-0.16
2021-03-19,31.99,33.44,32.84,31.55,17717.14,2.62
2021-03-22,33.02,33.97,33.94,33.02,16537.15,3.35
2021-03-23,33.7,33.92,33.06,32.73,13545.2,-2.59
2021-03-24,32.96,34.59,34.38,32.89,22519.55,3.99
2021-03-25,34.5,34.64,34.1,33.4,15634.31,-0.81
2021-03-26,33.72,34.2,33.84,33.51,11699.57,-0.76
2021-03-29,33.72,37.0,35.42,33.53,29924.23,4.67
2021-03-30,35.5,36.8,36.2,34.6,38120.73,2.2
2021-03-31,35.5,35.56,35.0,34.28,27927.33,-3.31
2021-04-01,34.81,34.81,34.31,33.8,16792.96,-1.97
2021-04-02,34.49,35.92,35.77,34.3,26812.71,4.25
2021-04-06,35.8,35.89,35.19,34.98,18693.23,-1.62
2021-04-07,35.15,37.0,36.47,35.1,33517.88,3.64
2021-04-08,36.39,38.01,38.0,36.11,49761.99,4.2
2021-04-09,37.99,41.8,41.8,37.34,87531.72,10.0
