date,open,high,close,low,volume,p_change
2021-03-11,12.96,13.3,13.28,12.68,10486.0,2.63
2021-03-12,13.15,13.3,12.93,12.85,9723.0,-2.64
2021-03-15,12.87,13.1,12.97,12.7,13108.92,0.31
2021-03-16,12.97,13.37,13.24,12.73,11706.34,2.08
2021-03-17,13.29,13.42,13.29,13.14,8315.2,0.38
2021-03-18,13.44,13.47,13.02,12.97,10625.0,-2.03
2021-03-19,12.92,13.32,13.05,12.82,10182.93,0.23
2021-03-22,13.02,13.36,13.27,12.99,8676.5,1.69
2021-03-23,13.27,13.65,13.65,13.12,19133.51,2.86
2021-03-24,14.0,16.35,14.92,13.7,119541.51,9.3
2021-03-25,14.06,14.76,14.31,13.95,73228.68,-4.09
2021-03-26,14.3,14.3,13.97,13.79,47314.07,-2.38
2021-03-29,13.94,13.94,13.46,13.29,53850.17,-3.65
2021-03-30,13.45,13.45,12.61,12.55,40870.91,-6.32
2021-03-31,12.58,12.85,12.63,12.38,24598.9,0.16
2021-04-01,12.63,12.73,12.36,12.0,22638.11,-2.14
2021-04-02,12.35,12.58,12.43,12.23,15687.2,0.57
2021-04-06,12.42,13.05,12.92,12.4,24409.7,3.94
2021-04-07,12.8,13.42,13.36,12.79,37159.0,3.41
2021-04-08,13.28,13.65,13.19,13.15,32885.0,-1.27
2021-04-09,13.33,13.73,13.51,13.11,28601.0,2.43
